kode_paket,nama_paket,LPSE,Nama_Peserta,Alasan,Skor_Teknis,Harga_Terkoreksi,Skor_Akhir
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV. ASIPLANT CONSULTANT,Tidak Hadir Pembuktian Kualifikasi,,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARISTA GEMILANG KONSULINDO,Tidak Hadir Pembuktian Kualifikasi,,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV.PUSAKA DIGJAYA,Daftar pendek dalam Seleksi Sederhana berjumlah 3 sampai 5 Penyedia Jasa Konsultansi.(Perpres 54 pasal 44 ayat 4),,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,PT.CIDIACH KARYA NUSANTARA,Bukan Pemenang,"22,17",63960000,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV. VISTAPLAN'79 CONSULTANT,Bukan Pemenang,"28,47",63710000,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MATRIX CONSULTANT,Bukan Pemenang,"27,96",62260000,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV. PATOYA INDAH,Daftar pendek dalam Seleksi Sederhana berjumlah 3 sampai 5 Penyedia Jasa Konsultansi.(Perpres 54 pasal 44 ayat 4),,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,RIMA CIPTA CONSULTANT ( RCC ),Daftar pendek dalam Seleksi Sederhana berjumlah 3 sampai 5 Penyedia Jasa Konsultansi.(Perpres 54 pasal 44 ayat 4),,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV. AKASAKA TEKNIKA CONSULTANT,Bukan Pemenang,"35,29",61000000,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BRAMUDA SINERGY,Daftar pendek dalam Seleksi Sederhana berjumlah 3 sampai 5 Penyedia Jasa Konsultansi.(Perpres 54 pasal 44 ayat 4),,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV. WAHANA CAHAYA KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,Ri N Ra Artha Karya,Tidak Menghadiri Pembuktian,,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV. UNITED 07 CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV. EXECUTIVE 04 CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV. HERDA RIPTA LOKA,Tidak Menghadiri Pembuktian,,0,
4850198,Perencanaan Teknis Lanjutan peningkatan badan jalan usaha tani sungai tutung Desa Budaya Sungai Bawang Kec. Muara Badak,LPSE KABUPATEN KUTAI KARTANEGARA,CV. RASYA ALBAR CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. MEGAPLAN Indoraya Esa,Pemenang,"75,75",105500000,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BRAMUDA SINERGY,Bukan Pemenang,"72,93",115610000,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,TEKNIKA KARYA KONSULTAN,Jangka waktu Pelaksaanan Tidak Sesuai,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,CV. RASYA ALBAR CONSULTANT,pajak tidak memenuhi,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,CV. Sakti Jaya Consultant,Bukan Pemenang,"60,73",110000000,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. TEKNIKAL GLOBAL KONSULTAN,pajak tidak memenuhi,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,CV. CITRA KOTA CONSULT,pajak tidak memenuhi,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,CV. JEVA UTAMA KONSULINDO,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ASA DESAIN,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,CV. WAHANA CAHAYA KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. INTIMULYA MULTIKENCANA,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,CV. SHACIO JAYA CONSULT,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,Aurora Teknik Consultant,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,CV. Citra Kalimantan,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MUTIARA KARYA CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. GEOMATIK CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARCI PRATAMA KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Celebes Sarana Jasa,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BINTANG TIRTA PRATAMA,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. DELIMA LAKSANA TATA,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARISTA GEMILANG KONSULINDO,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,CV.Trikarya Utama,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,CV. AUREL PRATAMA KARYA KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4692198,Perencanaan Normalisasi dan Perbaikan Total Pintu Waduk Handil Baru Gunung Tambi Kec. Samboja,LPSE KABUPATEN KUTAI KARTANEGARA,Maju Bersama Bangsa,Tidak Menghadiri Pembuktian,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,TEKNIKA KARYA KONSULTAN,Bukan Pemenang,"70,9",75680000,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BRAMUDA SINERGY,Bukan Pemenang,"76,81",79145000,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,"ARDHIA ASRI, CV",Pemenang,"78,28",81400000,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV. TOPOGRAFI CONSULTANT,Bukan Pemenang,"67,52",81427500,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,PT.CIDIACH KARYA NUSANTARA,Bukan Pemenang,"54,86",80960000,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV. VISTAPLAN'79 CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV. JEVA UTAMA KONSULINDO,Tidak hadiri pembuktian Kualifikasi,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MUTIARA KARYA CONSULTANT,Tidak hadiri pembuktian Kualifikasi,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARISTA GEMILANG KONSULINDO,Gugur Administrasi,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MATRIX CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV. Sakti Jaya Consultant,Tidak Menghadiri Pembuktian,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV. CITRA KOTA CONSULT,Tidak Menghadiri Pembuktian,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV. HERDA RIPTA LOKA,Tidak Menghadiri Pembuktian,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV.SATRIA CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,cv. aplikasi utama,Tidak Menghadiri Pembuktian,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV.Trikarya Utama,Tidak Menghadiri Pembuktian,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV. AUREL PRATAMA KARYA KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4849198,Pengawasan Teknis Peningkatan Jalan Barong Tongkok - Semeru Menuju Jalan Darul Falah Kel Maluhu Kec. Tenggarong,LPSE KABUPATEN KUTAI KARTANEGARA,CV. ARCHI TEKNIK,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. FASADE UTAMA,Pemenang,"77,43",174358470,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. SULAPAAPPA MEDIA UTAMA,Tidak menghadiri undangan klarifikasi dan pembuktian kualifikasi,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. JEVA UTAMA KONSULINDO,'Tidak mengupload tenaga ahli yang disyaratkan didalam dokumen lelang.,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ABDI SATRIA BHUMI,"'Tdk mengupload surat pernyataan tertulis bahwa badan usaha yang bersangkutan dan manajemennya tidak dalam pengawasan pengadilan, tidak pailit, kegiatan usahanya tidak sedang dihentikan dan/atau direksi yang bertindak untuk dan atas nama perusahaan tidak sedang dalam menjalani sanksi pidana dan pengurus dan badan usahanya tidak masuk dalam daftar hitam",,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. SIKLUS TEKNIK KONSULTAN,"'Tdk mengupload surat pernyataan tertulis bahwa badan usaha yang bersangkutan dan manajemennya tidak dalam pengawasan pengadilan, tidak pailit, kegiatan usahanya tidak sedang dihentikan dan/atau direksi yang bertindak untuk dan atas nama perusahaan tidak sedang dalam menjalani sanksi pidana dan pengurus dan badan usahanya tidak masuk dalam daftar hitam",,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. GLOTUS KONSULTAN,Tidak memasukan dokumen penawaran,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. MUARA CONSULT,Bukan Pemenang,"22,33",181040970,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BINA SARANA EKATAMA,Tidak menghadiri undangan klarifikasi dan pembuktian kualifikasi,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ARISTA GEMILANG KONSULINDO,"'Tdk mengupload surat pernyataan tertulis bahwa badan usaha yang bersangkutan dan manajemennya tidak dalam pengawasan pengadilan, tidak pailit, kegiatan usahanya tidak sedang dihentikan dan/atau direksi yang bertindak untuk dan atas nama perusahaan tidak sedang dalam menjalani sanksi pidana dan pengurus dan badan usahanya tidak masuk dalam daftar hitam",,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,exindo consultant,'Tidak mengupload tenaga ahli yang disyaratkan didalam dokumen lelang.,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. EXECUTIVE 04 CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,Maju Bersama Bangsa,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MUTIARA KARYA CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. UNITED 07 CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. Citra Kalimantan,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. DIAN PERDANA KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. PRABUANA ENGINEER CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. AKASAKA TEKNIKA CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,Ri N Ra Artha Karya,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. Sawi Mahakam Consultant,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. TEKNIKAL GLOBAL KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. GLOBAL MADANINDO KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,cv. bola mandiri,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,TEKNIKA KARYA KONSULTAN,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. MAHA KARUNA,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,cv. aplikasi utama,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. ASA DESAIN,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV.GRIYA LOKA,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MILANA CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4802198,Perencanaan Lanjutan Pembangunan Gedung Serba Guna Dinas Pendidikan Kabupaten Kutai Kartanegara Seleksi Ulang,LPSE KABUPATEN KUTAI KARTANEGARA,PT. Mitrakawasa Konsulindo,Tidak Menghadiri Pembuktian,,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,PT. BRAMUDA SINERGY,Bukan Pemenang,"72,11",115665000,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MUTIARA KARYA CONSULTANT,Bukan Pemenang,"72,35",120615000,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,PT. MARANNU MARAYA MAINDAN,Pemenang,"73,13",121330000,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,PT. TEKNIKAL GLOBAL KONSULTAN,"Gugur, Tidak Melengkapi Isian Kualifikasi / Tidak Diundang",,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,CV. WAHANA CAHAYA KONSULTAN,"Gugur, Tidak Melengkapi Isian Kualifikasi / Tidak Diundang",,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,CV.LIDIYA KARYA KONSULTAN,Bukan Pemenang,"11,91",119075000,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,PT.CIDIACH KARYA NUSANTARA,Tidak Hadir Pembuktian Kualifikasi,,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,CV. VISTAPLAN'79 CONSULTANT,Tidak Hadir Pembuktian Kualifikasi,,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,CV. Cremona Teknik Consultant,"Gugur, Tidak Melengkapi Isian Kualifikasi / Tidak Diundang",,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,RIMA CIPTA CONSULTANT ( RCC ),"Gugur, Tidak Melengkapi Isian Kualifikasi / Tidak Diundang",,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,CV. MATRIX CONSULTANT,Tidak Hadir Pembuktian Kualifikasi,,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,CV. JALA SAKTI,"Gugur, Tidak Melengkapi Isian Kualifikasi / Tidak Diundang",,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,TEKNIKA KARYA KONSULTAN,Bukan Pemenang,"31,55",118277000,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,CV.SATRIA CONSULTANT,Tidak Menghadiri Pembuktian,,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,CV. HERDA RIPTA LOKA,Tidak Menghadiri Pembuktian,,0,
4814198,Perencanaan Teknis Peningkatan Jalan Dusun Kuyung Kec. Muara Wis,LPSE KABUPATEN KUTAI KARTANEGARA,CV. ASIPLANT CONSULTANT,Tidak Menghadiri Pembuktian,,0,
